Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
5,"A Vogiety","Smart agriculture techniques using machine learning",2020,"","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3729132","https://scholar.google.com/scholar?cites=8212150973035088482&as_sdt=2005&sciodt=2007&hl=en",535,"2024-11-03 23:59:31","","","","",,,,,5,1.25,5,1,4,"… The produced yields show that RF is a compelling and diverse machine-learning technique for … committed to machine learning in agricultural creation systems[8]. Machine learning (ML) …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3729132","https://scholar.google.com/scholar?q=related:Yoqi1cxr93EJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
126,"EFI Raj, M Appadurai, K Athiappan","Precision farming in modern agriculture",2022,"… : Data analytics and machine learning …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-6124-2_4","https://scholar.google.com/scholar?cites=6311460276920749265&as_sdt=2005&sciodt=2007&hl=en",536,"2024-11-03 23:59:31","","10.1007/978-981-16-6124-2_4","","",,,,,126,63.00,42,3,2,"… machine learning and deep learning are causing a paradigm shift in nearly every sector of the technology industry. By means of applying AI into modern agriculture … , machine learning-…","https://www.researchgate.net/profile/Athiappan-Kamalasekar-2/publication/373554499_Smart_Agriculture_Automation_using_Advanced_Technologies/links/64f16517c40f1d22df82c4f7/Smart-Agriculture-Automation-using-Advanced-Technologies.pdf","https://scholar.google.com/scholar?q=related:0YzZq67PllcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"RK Raman, A Kumar, S Sarkar, AK Yadav…","… precision agriculture and resource management: A comprehensive review from an extension standpoint on artificial intelligence and machine learning",,"Indian Research Journal …","api.seea.org.in","https://api.seea.org.in/uploads/pdf/2024-78-108-123.pdf","https://scholar.google.com/scholar?cites=1132544773725298590&as_sdt=2005&sciodt=2007&hl=en",537,"2024-11-03 23:59:31","PDF","","","",,,,,3,0.00,1,5,,"… They facilitate smart monitoring of crops and soil, transforming agriculture by optimizing … in agriculture, including the use of sensors, robotics, and drones to improve agricultural …","https://api.seea.org.in/uploads/pdf/2024-78-108-123.pdf","https://scholar.google.com/scholar?q=related:nh8fonibtw8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1100,"K Jha, A Doshi, P Patel, M Shah","A comprehensive review on automation in agriculture using artificial intelligence",2019,"Artificial Intelligence in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589721719300182","https://scholar.google.com/scholar?cites=465117576295601318&as_sdt=2005&sciodt=2007&hl=en",538,"2024-11-03 23:59:31","HTML","","","",,,,,1100,220.00,275,4,5,"… need to protect the agricultural land leads to the development of agriculture automation. This … of sensors, IOT and machine learning to automate the traditional practices in agriculture. …","https://www.sciencedirect.com/science/article/pii/S2589721719300182","https://scholar.google.com/scholar?q=related:ptTjqfhtdAYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
9,"W Zhang, L Zhu, Q Zhuang, D Chen, T Sun","Mapping cropland soil nutrients contents based on multi-spectral remote sensing and machine learning",2023,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/13/8/1592","https://scholar.google.com/scholar?cites=17559763794001870985&as_sdt=2005&sciodt=2007&hl=en",539,"2024-11-03 23:59:31","HTML","","","",,,,,9,9.00,2,5,1,"… This study used common machine learning verification indices to evaluate the prediction performances of the RF and XGB models. These included mean absolute error (MAE), root …","https://www.mdpi.com/2077-0472/13/8/1592","https://scholar.google.com/scholar?q=related:iUA_kSLQsPMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
36,"A Mostafaeipour, MB Fakhrzad, S Gharaat, M Jahangiri…","Machine learning for prediction of energy in wheat production",2020,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/10/11/517","https://scholar.google.com/scholar?cites=13082452192794560621&as_sdt=2005&sciodt=2007&hl=en",540,"2024-11-03 23:59:31","HTML","","","",,,,,36,9.00,7,5,4,"… Therefore, we considered 12 agricultural input variables for the model. This study considered different agricultural mechanization indexes, frequency and duration of irrigation, and farm …","https://www.mdpi.com/2077-0472/10/11/517","https://scholar.google.com/scholar?q=related:bciMnvQ0jrUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
57,"L Shi, Q Duan, X Ma, M Weng","The research of support vector machine in agricultural data classification",2012,"… Computing Technologies in Agriculture V …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-27275-2_29","https://scholar.google.com/scholar?cites=441398768413679245&as_sdt=2005&sciodt=2007&hl=en",541,"2024-11-03 23:59:31","","10.1007/978-3-642-27275-2_29","","",,,,,57,4.75,14,4,12,"… , agricultural data classification is a hot topic in the agriculture … machine learning field have been applied in the agricultural … Support vector machine (SVM) [5, 6], introduced by Vapnik …","https://inria.hal.science/hal-01361147/document","https://scholar.google.com/scholar?q=related:jZ6XW9cpIAYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
15,"CJ Hurd, R Ramakrishnan, MW Barglof…","Safety system for autonomous operation of off-road and agricultural vehicles using machine learning for detection and identification of obstacles",2020,"US Patent …","Google Patents","https://patents.google.com/patent/US10788835B2/en","https://scholar.google.com/scholar?cites=13146515220837140389&as_sdt=2005&sciodt=2007&hl=en",542,"2024-11-03 23:59:31","","","","",,,,,15,3.75,4,4,4,"US10788835B2 - Safety system for autonomous operation of off-road and agricultural vehicles using machine learning for detection and identification of obstacles - Google Patents …","https://patentimages.storage.googleapis.com/68/3e/5d/02d2eb72fadfd1/US10788835.pdf","https://scholar.google.com/scholar?q=related:pYdDrPDNcbYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"D Kim, S Steinbach","Preferential trading in agriculture: New insights from a structural gravity analysis and machine learning",2023,"Available at SSRN 4412389","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4412389","https://scholar.google.com/scholar?cites=15026827079369180754&as_sdt=2005&sciodt=2007&hl=en",543,"2024-11-03 23:59:31","","","","",,,,,5,5.00,3,2,1,"… agricultural trade, accounting for heterogeneity caused by the various provisions. We use a machine learning … and quantify their impact on agricultural trade. This approach can avoid …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4412389","https://scholar.google.com/scholar?q=related:UkYF95wDitAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"AA Salamai, N Ajabnoor, AM Khawaji","Deep learning model for early weed detection in agriculture application",2022,"International Journal of …","americaspg.com","https://americaspg.com/articleinfo/31/show/1841","https://scholar.google.com/scholar?cites=15426129791843495697&as_sdt=2005&sciodt=2007&hl=en",544,"2024-11-03 23:59:31","","","","",,,,,3,1.50,1,3,2,"… capacity increases, deep learning-based approaches are gradually replacing classic machine learning methods for real-time weed detection. Mixed machine learning designs, which …","","https://scholar.google.com/scholar?q=related:Ee_mhVCfFNYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"L Deng, S YUAN, P Bai, H LI","Evaluation of agricultural carbon emissions in Xinjiang and analysis of driving factors based on machine learning algorithms",2023,"Chinese Journal of Eco-Agriculture","ecoagri.ac.cn","http://www.ecoagri.ac.cn/en/article/doi/10.12357/cjea.20220501","https://scholar.google.com/scholar?cites=7960226968176862422&as_sdt=2005&sciodt=2007&hl=en",545,"2024-11-03 23:59:31","","10.12357/cjea.20220501","","",,,,,5,5.00,1,4,1,"… patterns of agricultural carbon emissions in Xinjiang. A random forest machine learning model … influencing the efficiency of agricultural carbon emissions. The results indicated that: 1) …","http://www.ecoagri.ac.cn/en/article/pdf/preview/10.12357/cjea.20220501.pdf","https://scholar.google.com/scholar?q=related:1qSqoUBoeG4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"MS Kumar, CJ Hogan, SA Fredericks, J Hong","Visualization and characterization of agricultural sprays using machine learning based digital inline holography",2024,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169923008748","https://scholar.google.com/scholar?cites=12222144973713569645&as_sdt=2005&sciodt=2007&hl=en",546,"2024-11-03 23:59:31","","","","",,,,,3,3.00,1,4,1,"… machine learning (ML) based Digital In-line Holography (DIH) algorithm to accurately characterize the droplet field for a wide range of commonly used agricultural … different agricultural …","https://arxiv.org/pdf/2312.00792","https://scholar.google.com/scholar?q=related:bfeFDxnInakJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
11,"AK Mahlein, RHJ Heim, A Brugger, K Gold, Y Li…","Digital plant pathology for precision agriculture",2022,"Journal of Plant …","Springer","https://link.springer.com/article/10.1007/s41348-022-00620-9","https://scholar.google.com/scholar?cites=568879691760912573&as_sdt=2005&sciodt=2007&hl=en",547,"2024-11-03 23:59:31","HTML","10.1007/s41348-022-00620-9","","",,,,,11,5.50,2,6,2,"… Modern machine learning—especially deep learning—… Therefore, linking biological cause to machine learning features … in the field of interpretable machine learning will hopefully allow …","https://link.springer.com/article/10.1007/s41348-022-00620-9","https://scholar.google.com/scholar?q=related:vchXyxAR5QcJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"JD Borrero, J Mariscal, A Vargas-Sánchez","… Predictive Algorithm for Time Series Forecasting Based on Machine Learning Techniques: Evidence for Decision Making in Agriculture and Tourism Sectors",2022,"Stats","mdpi.com","https://www.mdpi.com/2571-905X/5/4/68","https://scholar.google.com/scholar?cites=10155817889315633080&as_sdt=2005&sciodt=2007&hl=en",548,"2024-11-03 23:59:31","HTML","","","",,,,,3,1.50,1,3,2,"… As massive data processing develops in its practicality, machine learning (ML) techniques … approach to the classical Kalman filter with machine learning techniques, ie, support vector …","https://www.mdpi.com/2571-905X/5/4/68","https://scholar.google.com/scholar?q=related:uDc3AJC28IwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"OI Durodola, OB Falana","Multimodal remote sensing and machine learning for precision agriculture: A review",2022,"Journal of Engineering …","article.publish4promo.com","http://article.publish4promo.com/id/eprint/2163/","https://scholar.google.com/scholar?cites=7344475146928311017&as_sdt=2005&sciodt=2007&hl=en",549,"2024-11-03 23:59:31","","","","",,,,,4,2.00,2,2,2,"… machine learning and deep learning techniques to integrate and analyze varieties of data in precision agriculture … This study proposed various machine learning and deep learning …","http://article.publish4promo.com/id/eprint/2163/1/740-Article%20Text-1235-1-10-20221015.pdf","https://scholar.google.com/scholar?q=related:6cpYwjvR7GUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
339,"H Navarro-Hellín, J Martinez-del-Rincon…","A decision support system for managing irrigation in agriculture",2016,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S016816991630117X","https://scholar.google.com/scholar?cites=9437106636505878227&as_sdt=2005&sciodt=2007&hl=en",550,"2024-11-03 23:59:31","","","","",,,,,339,42.38,113,3,8,"… Other approaches in the literature also make use of machine learning techniques – such as … As discussed, we postulate that the usage of machine learning techniques with the weather …","https://repositorio.upct.es/bitstream/handle/10317/5809/ads.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:0w5qaHxW94IJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
60,"D Aqel, S Al-Zubi, A Mughaid, Y Jararweh","Extreme learning machine for plant diseases classification: a sustainable approach for smart agriculture",2022,"Cluster Computing","Springer","https://link.springer.com/article/10.1007/s10586-021-03397-y","https://scholar.google.com/scholar?cites=9068178365421274143&as_sdt=2005&sciodt=2007&hl=en",551,"2024-11-03 23:59:31","","10.1007/s10586-021-03397-y","","",,,,,60,30.00,15,4,2,"… Hence, this paper explores the use of machine learning and optimization algorithms for image processing in the agricultural domain. In particular, it presents a new approach for the …","","https://scholar.google.com/scholar?q=related:H0TRli2k2H0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
6,"DR Di Martini, EC Tetila, JM Junior…","Machine learning applied to UAV imagery in precision agriculture and forest monitoring in brazililian savanah",2019,"IGARSS 2019-2019 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8900246/","https://scholar.google.com/scholar?cites=14308130146192096501&as_sdt=2005&sciodt=2007&hl=en",552,"2024-11-03 23:59:31","","","","",,,,,6,1.20,2,4,5,"… 2.2 Software implementation: precision agriculture and forest monitoring Using computer vision techniques and machine learning, we developed a disease and pest classifiers for …","","https://scholar.google.com/scholar?q=related:9XzWa4-wkMYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"MO Abdullahi, AD Jimale, YA Ahmed…","Revolutionizing Somali agriculture: harnessing machine learning and IoT for optimal crop recommendations",2024,"Discover Applied …","Springer","https://link.springer.com/article/10.1007/s42452-024-05739-y","https://scholar.google.com/scholar?cites=14034233249143103369&as_sdt=2005&sciodt=2007&hl=en",553,"2024-11-03 23:59:31","HTML","10.1007/s42452-024-05739-y","","",,,,,2,2.00,1,4,1,"… Emerging technologies like machine learning and IoT offer transformative solutions, … integrating Machine Learning (ML) and Internet of Things (IoT) technologies to improve agricultural …","https://link.springer.com/article/10.1007/s42452-024-05739-y","https://scholar.google.com/scholar?q=related:iZ8mlsicw8IJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
